0;0.000308990773192;0;0;9.81
20000768;0.000250816584412;0;0;9.81
40001792;0.000389099492168;0;0;9.81
60002560;0.000450134706626;0;0;9.81
80003072;-0.000434875903011;0;0;9.81
100004096;-0.001615525832678;0;0;9.81
120004864;-0.001588822926352;0;0;9.81
140005376;-0.000412941372815;0;0;9.81
160006400;0.000567436759412;0;0;9.81
180007168;0.000744820351429;0;0;9.81
200007936;0.000364303936294;0;0;9.81
220008704;0.000161171113177;0;0;9.81
240009472;0.000787735736595;0;0;9.81
260010240;0.001321793863100;0;0;9.81
280011008;0.000491142741339;0;0;9.81
300011776;-0.001064301552106;0;0;9.81
320012800;-0.001520158310087;0;0;9.81
340013312;-0.000363350261069;0;0;9.81
360014080;0.000973702405646;0;0;9.81
380015104;0.000792504112724;0;0;9.81
400015616;-0.000761032830270;0;0;9.81
420016384;-0.001691819850750;0;0;9.81
440017408;-0.000727654197363;0;0;9.81
460017920;0.001045228047588;0;0;9.81
480018944;0.001463891471759;0;0;9.81
500019712;0.000049591111747;0;0;9.81
520020480;-0.001268388050449;0;0;9.81
540021248;-0.000398636244427;0;0;9.81
560022016;0.001627923610614;0;0;9.81
580022784;0.001957895238776;0;0;9.81
600023552;0.000350952483132;0;0;9.81
620024320;-0.001161576425148;0;0;9.81
640025088;-0.000883103259185;0;0;9.81
660025856;0.000441551629593;0;0;9.81
680026624;0.000342369406099;0;0;9.81
700027392;-0.001463891471759;0;0;9.81
720028160;-0.002929690293970;0;0;9.81
740028928;-0.002274515413776;0;0;9.81
760029952;0.000321388551129;0;0;9.81
780030720;0.002717974393820;0;0;9.81
800031232;0.002832415420928;0;0;9.81
820032256;0.001091958133658;0;0;9.81
840033024;0.000374794363779;0;0;9.81
860033536;0.001502038480795;0;0;9.81
880034560;0.002085687719047;0;0;9.81
900035328;0.000845909925375;0;0;9.81
920035840;-0.002016069427556;0;0;9.81
940036864;-0.004761700402928;0;0;9.81
960037632;-0.004518513220323;0;0;9.81
980038400;-0.001818658655795;0;0;9.81
1000039168;0.000344276756551;0;0;9.81
1020039936;0.000844956250149;0;0;9.81
1040040960;0.000987053858808;0;0;9.81
1060041472;0.002120020027180;0;0;9.81
1080042240;0.003893855947357;0;0;9.81
1100043264;0.004271511336814;0;0;9.81
1120043776;0.002028467205493;0;0;9.81
1140044544;-0.000833512147438;0;0;9.81
1160045568;-0.002277376439454;0;0;9.81
1180046080;-0.002391817466562;0;0;9.81
1200046848;-0.001854898314379;0;0;9.81
1220047872;-0.002156259685764;0;0;9.81
1240048640;-0.002883913883127;0;0;9.81
1260049152;-0.001741410962497;0;0;9.81
1280050176;0.001372338650073;0;0;9.81
1300050944;0.003350261068593;0;0;9.81
1320051712;0.002063753188852;0;0;9.81
1340052480;0.000417709748945;0;0;9.81
1360053248;0.000997544286293;0;0;9.81
1380054016;0.002105714898791;0;0;9.81
1400054784;0.001019478816489;0;0;9.81
1420055552;-0.001728059509334;0;0;9.81
1440056320;-0.003012660038624;0;0;9.81
1460057088;-0.001758577116563;0;0;9.81
1480057856;0.000642777102258;0;0;9.81
1500058880;0.001484872326729;0;0;9.81
1520059392;-0.000664711632454;0;0;9.81
1540060160;-0.002606394392390;0;0;9.81
1560061184;-0.001232148391865;0;0;9.81
1580061696;0.001773835920177;0;0;9.81
1600062720;0.002212526524092;0;0;9.81
1620063488;-0.000930787020480;0;0;9.81
1640064000;-0.002711298667239;0;0;9.81
1660065024;0.000857354028086;0;0;9.81
1680065792;0.005531316310231;0;0;9.81
1700066560;0.004534725699163;0;0;9.81
1720067328;-0.001398087881172;0;0;9.81
1740068096;-0.005769735116706;0;0;9.81
1760068864;-0.004332546551272;0;0;9.81
1780069632;0.000663757957228;0;0;9.81
1800070400;0.002852442600672;0;0;9.81
1820071168;0.000600815392318;0;0;9.81
1840071936;-0.001180649929666;0;0;9.81
1860072704;0.000678063085616;0;0;9.81
1880073728;0.002775194907374;0;0;9.81
1900074240;0.000896454712348;0;0;9.81
1920075008;-0.002695086188399;0;0;9.81
1940076032;-0.002987864482750;0;0;9.81
1960076800;0.000892640011444;0;0;9.81
1980077312;0.003829006031996;0;0;9.81
2000078336;0.000988007534034;0;0;9.81
2020079104;-0.003681186371981;0;0;9.81
2040079616;-0.003940586033426;0;0;9.81
2060080640;-0.000109672650979;0;0;9.81
2080081408;0.003238681067163;0;0;9.81
2100081920;0.002512934220251;0;0;9.81
2120082944;-0.000221252652409;0;0;9.81
2140083712;0.000181198292921;0;0;9.81
2160084480;0.002816202942088;0;0;9.81
2180085248;0.002339365329137;0;0;9.81
